Cr_number,DOXY_SN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4902636,4094,PhaseCoef0=-1.67700E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.81164E-03,c01=1.14714E-04,c02=2.59973E-06,c03=1.67551E02,c04=-2.41161E-01,c05=-3.66035E01,c06=3.39773E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902637,4095,PhaseCoef0=-1.75300E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.76654E-03,c01=1.13403E-04,c02=2.43363E-06,c03=1.24851E02,c04=-2.10416E-01,c05=-2.70355E01,c06=2.53726E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902663,4049,PhaseCoef0=0.00000E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.68981E-03,c01=1.12760E-04,c02=2.42232E-06,c03=1.35023E02,c04=-1.62224E-01,c05=-3.43915E01,c06=2.75804E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902662,4087,PhaseCoef0=-1.65300E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.76176E-03,c01=1.13517E-04,c02=2.42473E-06,c03=1.90408E02,c04=-3.07237E-01,c05=-4.08376E01,c06=3.86132E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902600,3595,PhaseCoef0=-2.25800E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.75183E-03,c01=1.21957E-04,c02=2.24241E-06,c03=1.67877E02,c04=-2.30779E-01,c05=-3.76022E01,c06=3.35345E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=47,DARK_BACKSCATTERING700=49,SCALE_BACKSCATTERING700=1.849E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902627,3866,PhaseCoef0=-2.23900E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.68368E-03,c01=1.15604E-04,c02=2.32689E-06,c03=1.88677E02,c04=-1.98968E-01,c05=-4.23884E01,c06=3.82456E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=49,DARK_BACKSCATTERING700=49,SCALE_BACKSCATTERING700=1.671E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,k0=-1.2904,k2=-0.00089678,f1=1.0008e-05,f2=1.0783e-10,f3=-2.016e-11,f4=2.3171e-14,f5=-1.029e-17,f6=1.6427e-21,,,,
4902601,3630,PhaseCoef0=-2.35200E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.69867E-03,c01=1.13693E-04,c02=2.20559E-06,c03=2.22456E02,c04=-3.97266E-01,c05=-4.69596E01,c06=4.47267E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=47,DARK_BACKSCATTERING700=46,SCALE_BACKSCATTERING700=1.654E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902660,4087,PhaseCoef0=3.10000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.77751E-03,c01=1.13369E-04,c02=2.60046E-06,c03=1.36045E02,c04=-1.78956E-01,c05=-3.51710E01,c06=2.78036E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902684,4169,PhaseCoef0=-1.15900E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.72424E-03,c01=1.15992E-04,c02=2.26702E-06,c03=1.19748E02,c04=-1.72297E-01,c05=-2.88570E01,c06=2.40120E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0072,DARK_CHLA=49,DARK_BACKSCATTERING700=50,SCALE_BACKSCATTERING700=1.619E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,a0_380=2148825757.1,a1_380=1.47365293877e-007,lm_380=1.161,a0_412=2147293764.1,a1_412=1.9188115193e-007,lm_412=1.368,a0_490=2147200760.7,a1_490=2.12753131753e-007,lm_490=1.365,a0_par=2147705521.3,a1_par=3.4340129179e-006,lm_par=1.359
4902685,4170,PhaseCoef0=-1.51200E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.70072E-03,c01=1.13899E-04,c02=2.23381E-06,c03=9.18019E02,c04=-1.26096E00,c05=-1.97320E02,c06=1.85390E01,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=52,DARK_BACKSCATTERING700=50,SCALE_BACKSCATTERING700=1.698E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,a0_380=2148021684.0,a1_380=1.46898871444e-007,lm_380=1.161,a0_412=2147494765.5,a1_412=1.9904055695e-007,lm_412=1.368,a0_490=2148060575.8,a1_490=2.0999892364e-007,lm_490=1.365,a0_par=2147518385.8,a1_par=3.5115277525e-006,lm_par=1.359
4902638,4009,PhaseCoef0=3.84000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.71034E-03,c01=1.14953E-04,c02=2.34473E-06,c03=1.68696E02,c04=-1.96922E-01,c05=-4.21715E01,c06=3.44161E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902639,4014,PhaseCoef0=-1.80000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.76788E-03,c01=1.16789E-04,c02=2.42240E-06,c03=2.00352E02,c04=-2.51834E-01,c05=-5.01126E01,c06=4.05023E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902622,3134,PhaseCoef0=-4.07000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.64439E-03,c01=1.09413E-04,c02=2.33493E-06,c03=1.46249E02,c04=-2.07099E-01,c05=-3.41936E01,c06=2.94540E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=48,DARK_BACKSCATTERING700=47,SCALE_BACKSCATTERING700=1.807E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902676,3971,PhaseCoef0=-1.82400E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.71913E-03,c01=1.12324E-04,c02=2.44442E-06,c03=2.45082E02,c04=-3.31445E-01,c05=-4.90716E01,c06=4.98154E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=49,DARK_BACKSCATTERING700=50,SCALE_BACKSCATTERING700=1.687E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902631,4899,PhaseCoef0=-3.14400E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.79489E-03,c01=1.14902E-04,c02=2.55802E-06,c03=1.87556E02,c04=-2.56763E-01,c05=-3.40113E01,c06=3.78087E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902632,3974,PhaseCoef0=-2.11300E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.72548E-03,c01=1.16234E-04,c02=2.25447E-06,c03=1.78810E02,c04=-2.45865E-01,c05=-3.74233E01,c06=3.62456E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902679,3985,PhaseCoef0=0.00000E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.65665E-03,c01=1.12474E-04,c02=2.33153E-06,c03=1.81879E02,c04=-2.13550E-01,c05=-4.81934E01,c06=3.71031E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=49,DARK_BACKSCATTERING700=49,SCALE_BACKSCATTERING700=1.567E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902686,4171,PhaseCoef0=-1.79000E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.67795E-03,c01=1.14424E-04,c02=2.16130E-06,c03=1.34622E02,c04=-2.05818E-01,c05=-3.11403E01,c06=2.71565E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=50,DARK_BACKSCATTERING700=50,SCALE_BACKSCATTERING700=1.698E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,a0_380=2146377177.2,a1_380=1.5809291781e-007,lm_380=1.161,a0_412=2146678506.5,a1_412=1.84755321963e-007,lm_412=1.368,a0_490=2147241145.6,a1_490=2.08037925617e-007,lm_490=1.365,a0_par=2147720642.6,a1_par=3.48905418927e-006,lm_par=1.359
4902687,4173,PhaseCoef0=-1.25600E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.68733E-03,c01=1.13754E-04,c02=2.19894E-06,c03=1.65355E02,c04=-2.32817E-01,c05=-3.62451E01,c06=3.34499E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=49,DARK_BACKSCATTERING700=50,SCALE_BACKSCATTERING700=1.686E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,a0_380=2147277585.7,a1_380=1.58772317519e-007,lm_380=1.161,a0_412=2147736427.8,a1_412=2.04998493784e-007,lm_412=1.368,a0_490=2147162220.7,a1_490=2.02295433335e-007,lm_490=1.365,a0_par=2147474964.0,a1_par=3.43497056718e-006,lm_par=1.359
4902688,4172,PhaseCoef0=-1.59300E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.70705E-03,c01=1.15556E-04,c02=2.22591E-06,c03=1.43781E02,c04=-2.04063E-01,c05=-3.37309E01,c06=2.88909E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=50,DARK_BACKSCATTERING700=50,SCALE_BACKSCATTERING700=1.698E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,a0_380=2147443346.3,a1_380=1.62446930909e-007,lm_380=1.161,a0_412=2147879559.4,a1_412=2.06570904227e-007,lm_412=1.368,a0_490=2147940915.8,a1_490=2.07273931383e-007,lm_490=1.365,a0_par=2147336478.8,a1_par=3.43236658152e-006,lm_par=1.359
4902675,3977,PhaseCoef0=-1.89200E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.75477E-03,c01=1.17986E-04,c02=2.35030E-06,c03=1.88470E02,c04=-2.19994E-01,c05=-3.91981E01,c06=3.82138E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=48,DARK_BACKSCATTERING700=49,SCALE_BACKSCATTERING700=1.491E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902677,3972,PhaseCoef0=-2.07400E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.80324E-03,c01=1.16109E-04,c02=2.55465E-06,c03=1.51199E02,c04=-2.06487E-01,c05=-3.19160E01,c06=3.04319E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=50,DARK_BACKSCATTERING700=51,SCALE_BACKSCATTERING700=1.719E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902615,3869,PhaseCoef0=-1.75700E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.65573E-03,c01=1.14305E-04,c02=2.26547E-06,c03=2.10181E02,c04=-2.35876E-01,c05=-4.55868E01,c06=4.28114E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902642,3869,PhaseCoef0=-1.29600E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.66770E-03,c01=1.11951E-04,c02=2.36947E-06,c03=1.81656E02,c04=-2.43715E-01,c05=-4.57369E01,c06=3.72070E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902643,3898,PhaseCoef0=-1.988000E+00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.693019E-03,c01=1.106939E-04,c02=2.448412E-06,c03=1.910268E+02,c04=-2.813162E-01,c05=-4.226687E+01,c06=3.880394E+00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902644,4021,PhaseCoef0=-2.23000E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.70856E-03,c01=1.15098E-04,c02=2.43299E-06,c03=1.86720E02,c04=-2.23815E-01,c05=-4.11978E01,c06=3.80574E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902649,4051,PhaseCoef0=0.00000E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.68594E-03,c01=1.11340E-04,c02=2.54425E-06,c03=1.40070E02,c04=-2.07031E-01,c05=-3.76819E01,c06=2.84234E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902624,3803,PhaseCoef0=-2.80700E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.77783E-03,c01=1.15460E-04,c02=2.54070E-06,c03=1.80511E02,c04=-2.20254E-01,c05=-3.86952E01,c06=3.62177E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=48,DARK_BACKSCATTERING700=43,SCALE_BACKSCATTERING700=1.702E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902625,3135,PhaseCoef0=-5.63000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.68043E-03,c01=1.10318E-04,c02=2.35526E-06,c03=1.47538E02,c04=-2.17086E-01,c05=-3.43239E01,c06=2.96394E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=47,DARK_BACKSCATTERING700=47,SCALE_BACKSCATTERING700=1.832E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902640,4092,PhaseCoef0=0.00000E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.86487E-03,c01=1.16409E-04,c02=2.74618E-06,c03=1.76096E02,c04=-2.30080E-01,c05=-4.60025E01,c06=3.57636E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902641,4012,PhaseCoef0=-1.06800E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.83672E-03,c01=1.15829E-04,c02=2.82779E-06,c03=3.70744E01,c04=-4.83729E-02,c05=-9.67242E00,c06=7.56965E-01,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902680,3986,PhaseCoef0=0.00000E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.79332E-03,c01=1.14740E-04,c02=2.62934E-06,c03=1.51050E02,c04=-1.93324E-01,c05=-3.83173E01,c06=3.07551E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=48,DARK_BACKSCATTERING700=50,SCALE_BACKSCATTERING700=1.523E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902674,3978,PhaseCoef0=-2.65300E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.76177E-03,c01=1.17100E-04,c02=2.39223E-06,c03=2.20336E02,c04=-2.77183E-01,c05=-4.35075E01,c06=4.45543E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=48,DARK_BACKSCATTERING700=50,SCALE_BACKSCATTERING700=1.546E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
