Cr_number,DOXY_SN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4902678,3980,PhaseCoef0=-2.21700E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.71047E-03,c01=1.15150E-04,c02=2.28450E-06,c03=1.51861E02,c04=-2.12602E-01,c05=-3.35173E01,c06=3.10363E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=50,DARK_BACKSCATTERING700=51,SCALE_BACKSCATTERING700=1.689E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902690,4203,PhaseCoef0=-1.24200E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.73127E-03,c01=1.15156E-04,c02=2.27880E-06,c03=1.50195E02,c04=-2.22238E-01,c05=-3.67714E01,c06=3.04046E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=52,DARK_BACKSCATTERING700=44,SCALE_BACKSCATTERING700=1.655E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,a0_380=2147443346.3,a1_380=1.62446930909e-007,lm_380=1.161,a0_412=2147879559.4,a1_412=2.06570904227e-007,lm_412=1.368,a0_490=2147940915.8,a1_490=2.07273931383e-007,lm_490=1.365,a0_par=2147336478.8,a1_par=3.43236658152e-006,lm_par=1.359
4902683,3989,PhaseCoef0=-1.98000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.77585E-03,c01=1.13524E-04,c02=2.63900E-06,c03=1.72951E02,c04=-2.25854E-01,c05=-4.47027E01,c06=3.52845E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=49,DARK_BACKSCATTERING700=50,SCALE_BACKSCATTERING700=1.647E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902681,3987,PhaseCoef0=3.20000E-02,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.75287E-03,c01=1.13313E-04,c02=2.55406E-06,c03=1.09767E02,c04=-1.51588E-01,c05=-2.85430E01,c06=2.23696E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=49,DARK_BACKSCATTERING700=50,SCALE_BACKSCATTERING700=1.533E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,,,,,,,,,,,,
4902691,4204,PhaseCoef0=-2.09100E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.72654E-03,c01=1.15445E-04,c02=2.21255E-06,c03=1.68249E02,c04=-2.55435E-01,c05=-3.54909E01,c06=3.39530E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0072,DARK_CHLA=46,DARK_BACKSCATTERING700=42,SCALE_BACKSCATTERING700=1.723E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,a0_380=2147277585.7,a1_380=1.58772317519e-007,lm_380=1.161,a0_412=2147736427.8,a1_412=2.04998493784e-007,lm_412=1.368,a0_490=2147162220.7,a1_490=2.02295433335e-007,lm_490=1.365,a0_par=2147474964.0,a1_par=3.43497056718e-006,lm_par=1.359
4902629,3861,PhaseCoef0=-7.59000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.70560E-03,c01=1.15359E-04,c02=2.37754E-06,c03=2.06923E02,c04=-2.27935E-01,c05=-5.06904E01,c06=4.19271E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,SCALE_CHLA=0.0073,DARK_CHLA=47,DARK_BACKSCATTERING700=47,SCALE_BACKSCATTERING700=1.839E-06,delta=0.039,lambda=700,theta=142,khi=1.097,R=8.31446,F=96485,k0=-1.3456,k2=-0.0008674,f1=3.2801e-06,f2=-3.1544e-09,f3=3.0139e-12,f4=-1.6876e-15,f5=5.0758e-19,f6=-6.3622e-23,,,,
4902645,4004,PhaseCoef0=-8.70000E-02,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.77268E-03,c01=1.12349E-04,c02=2.67690E-06,c03=1.41373E02,c04=-1.98016E-01,c05=-3.70199E01,c06=2.89633E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902646,3973,PhaseCoef0=-2.04600E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.74317E-03,c01=1.16635E-04,c02=2.34563E-06,c03=1.97143E02,c04=-2.46691E-01,c05=-4.16322E01,c06=4.00279E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902647,3181,PhaseCoef0=-1.93000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.69632E-03,c01=1.10341E-04,c02=2.45139E-06,c03=1.65420E02,c04=-2.53976E-01,c05=-4.16154E01,c06=3.33151E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,,,,,,,,,,,,,,,,,,,,,,
4902719,4586,PhaseCoef0=-1.11900E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.74202E-03,c01=1.20887E-04,c02=2.53496E-06,c03=1.73127E02,c04=-1.69020E-01,c05=-3.89334E01,c06=3.47873E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2145434107.8,a1_380=1.66460141831e-007,lm_380=1.161,a0_412=2147520985.5,a1_412=2.01031611256e-007,lm_412=1.410,a0_490=2147827689.0,a1_490=1.98654271201e-007,lm_490=1.365,a0_par=2147902030.8,a1_par=1.99084167728e-007	,lm_par=1.372,k0 = -1.4355400000135297,k2=-9.576813e-04,f0=-1.434328e+00,f1=1.629104e-05,f2=-2.985089e-08,f3=3.396251e-11,f4=-2.175816e-14,f5=7.311136e-18,f6=-9.956741e-22
4902722,4590,PhaseCoef0=-7.20000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.74197E-03,c01=1.12666E-04,c02=2.92603E-06,c03=2.17487E02,c04=-1.82811E-01,c05=-5.41121E01,c06=4.40827E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2147600595.1,a1_380=1.59908491039e-007,lm_380=1.161,a0_412=2147683942.9,a1_412=2.02179944694e-007,lm_412=1.410,a0_490=2147392122.1,a1_490=2.00580644258e-007,lm_490=1.365,a0_par=2147995067.1,a1_par=2.17655822172e-007,lm_par=1.372,k0 = -1.532611000005544,k2=-0.0009134916,f0=-1.530321,f1=1.800659e-05,f2=-4.177125e-08,f3=6.02768e-11,f4=-4.665562e-14,f5=1.79411e-17,f6=-2.685259e-21
4902725,4639,PhaseCoef0=-1.33800E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.72222E-03,c01=1.12425E-04,c02=2.72556E-06,c03=1.52848E02,c04=-1.19963E-01,c05=-3.55565E01,c06=3.11506E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2148048877.7,a1_380=1.52612323332e-007,lm_380=1.161,a0_412=2148046658.4,a1_412=2.15994422553e-007,lm_412=1.410,a0_490=2148888395.2,a1_490=2.13040070699e-007,lm_490=1.365,a0_par=2147466658.5,a1_par=2.15028215893e-007,lm_par=1.372,k0= -1.4100670000156252,k2=-0.0009037046,f0 =-1.40854,f1=2.173698e-05,f2=-4.513499e-08,f3=5.454905e-11,f4=-3.659282e-14,f5=1.269805e-17,f6=-1.767583e-21
4902726,4594,PhaseCoef0=-7.83000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.76270E-03,c01=1.13196E-04,c02=2.92677E-06,c03=3.00437E02,c04=-2.54589E-01,c05=-7.39485E01,c06=6.05397E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2150317857.4,a1_380=1.51988092266e-007,lm_380=1.161,a0_412=2148234334.0,a1_412=1.98198712666e-007,lm_412=1.410,a0_490=2148576501.7,a1_490=1.98687215378e-007,lm_490=1.365,a0_par=2148027695.7,a1_par=2.18563225988e-007,lm_par=1.372,k0 = -1.441772000013017,k2=-0.0009502261,f0=-1.44154,f1=9.306358e-06,f2=-1.212113e-08,f3=1.207018e-11,f4=-6.956148e-15,f5=2.068261e-18,f6=-2.419373e-22
4902727,4591,PhaseCoef0=-8.02000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.73815E-03,c01=1.12297E-04,c02=2.78158E-06,c03=2.97647E02,c04=-2.76603E-01,c05=-6.74119E01,c06=6.00277E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2148002373.0,a1_380=1.6648734702e-007,lm_380=1.161,a0_412=2147094368.3,a1_412=2.05266654866e-007,lm_412=1.410,a0_490=2147650044.0,a1_490=1.96956432895e-007,lm_490=1.365,a0_par=2147128052.1,a1_par=1.94489846079e-007,lm_par=1.372,k0= -1.4093950000156805,k2=-0.0009342516,f0 =-1.407834,f1=1.631419e-05,f2=-2.855521e-08,f3=3.244794e-11,f4=-2.197773e-14,f5=7.939164e-18,f6=-1.1544e-21
4902729,4644,PhaseCoef0=-1.75100E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.72267E-03,c01=1.12614E-04,c02=2.70844E-06,c03=3.76596E02,c04=-3.15068E-01,c05=-8.58978E01,c06=7.66188E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2146929734.9,a1_380=1.61839828574e-007,lm_380=1.161,a0_412=2148275392.9,a1_412=1.92400949549e-007,lm_412=1.410,a0_490=2148225192.5,a1_490=1.99352523478e-007,lm_490=1.365,a0_par=2147399837.5,a1_par=2.00743668493e-007,lm_par=1.372,k0 = -1.4736420000103951,k2=-0.0009473874,f0=-1.474146,f1=1.550721e-05,f2=-1.988508e-08,f3=1.475653e-11,f4=-5.407439e-15,f5=7.216517e-19,f6=2.626615e-23
4902730,4587,PhaseCoef0=-8.02000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.73815E-03,c01=1.12297E-04,c02=2.78158E-06,c03=2.97647E02,c04=-2.76603E-01,c05=-6.74119E01,c06=6.00277E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2147372967.4,a1_380=1.59152873978e-007,lm_380=1.161,a0_412=2147216035.2,a1_412=2.0537065513e-007,lm_412=1.410,a0_490=2148437610.4,a1_490=2.04433970157e-007,lm_490=1.365,a0_par=2147205264.4,a1_par=2.02206561482e-007,lm_par=1.372,k0= -1.4321720000138067,k2=-0.00100346,f0 =-1.43067,f1=1.139489e-05,f2=-1.503063e-08,f3=1.193663e-11,f4=-4.714727e-15,f5=7.545032e-19,f6=-1.201696e-23
4902731,4643,PhaseCoef0=-1.42300E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.71968E-03,c01=1.09864E-04,c02=2.94458E-06,c03=2.43039E02,c04=-1.82196E-01,c05=-5.58548E01,c06=4.94202E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2146650952.4,a1_380=1.47584040625e-007,lm_380=1.161,a0_412=2147580560.0,a1_412=2.07902183022e-007,lm_412=1.410,a0_490=2147770403.9,a1_490=2.05098332706e-007,lm_490=1.365,a0_par=2147630150.4,a1_par=2.06734810629e-007,lm_par=1.372,k0 = -1.4186580000149185,k2=-0.0009871486,f0=-1.415464,f1=1.768629e-05,f2=-2.978419e-08,f3=2.896726e-11,f4=-1.581242e-14,f5=4.605546e-18,f6=-5.603613e-22
4902732,4593,PhaseCoef0=-8.40000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.77994E-03,c01=1.14070E-04,c02=2.86008E-06,c03=2.00555E02,c04=-1.54154E-01,c05=-4.41375E01,c06=4.02578E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2146877579.2,a1_380=1.59980312443e-007,lm_380=1.161,a0_412=2147847251.8,a1_412=2.07324647342e-007,lm_412=1.410,a0_490=2148213771.6,a1_490=2.08793793925e-007,lm_490=1.365,a0_par=2147645712.7,a1_par=2.09413428887e-007,lm_par=1.372,k0= -1.544863000004536,k2=-0.0008721758,f0 =6.07035e-06,f1=1.139489e-05,f2=-4.24347e-09,f3=1.955472e-12,f4=-5.651954e-16,f5=1.602172e-19,f6=-2.837912e-23
4902733,4638,PhaseCoef0=-1.41400E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.73085E-03,c01=1.13367E-04,c02=2.71855E-06,c03=9.32894E00,c04=-7.54325E-03,c05=-2.18909E00,c06=1.89659E-01,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2148226274.1,a1_380=1.4209524836e-007,lm_380=1.161,a0_412=2147313562.2,a1_412=2.04736397509e-007,lm_412=1.410,a0_490=2147816596.2,a1_490=2.05236799899e-007,lm_490=1.365,a0_par=2147055593.4,a1_par=2.07414655562e-007,lm_par=1.372,k0= -1.4424140000129642,k2=-0.0009869068,f0 =-1.439468,f1=2.266035e-05,f2=-4.077902e-08,f3=4.241618e-11,f4=-2.523991e-14,f5=7.986771e-18,f6=-1.024826e-21
4902734,4645,PhaseCoef0=0.00000E00,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.71926E-03,c01=1.10385E-04,c02=2.94213E-06,c03=2.05319E02,c04=-1.68921E-01,c05=-5.40769E01,c06=4.13599E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2147273164.7,a1_380=1.54143596907e-007,lm_380=1.161,a0_412=2146326142.2,a1_412=2.07101498924e-007,lm_412=1.410,a0_490=2147988134.3,a1_490=2.0303930113e-007,lm_490=1.365,a0_par=2147595799.9,a1_par=2.05130029188e-007,lm_par=1.372,k0= -1.4185560000149269,k2=-0.0009379979,f0 =-1.417175,f1=1.849764e-05,f2=-3.769593e-08,f3=4.742621e-11,f4=-3.305384e-14,f5=1.181494e-17,f6=-1.68067e-21
4902735,4636,PhaseCoef0=-2.02000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.71858E-03,c01=1.12703E-04,c02=2.69030E-06,c03=2.28795E02,c04=-1.91650E-01,c05=-5.90085E01,c06=4.65055E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2148300587.1,a1_380=1.59473693484e-007,lm_380=1.161,a0_412=2145943579.4,a1_412=2.02460655114e-007,lm_412=1.410,a0_490=2147226351.1,a1_490=2.09005653802e-007,lm_490=1.365,a0_par=2146902976.2,a1_par=2.04272329465e-007,lm_par=1.372,k0= -1.4182830000149493,k2=-0.0009400873,f0 =-1.417335,f1=1.261791e-05,f2=-2.107716e-08,f3=2.17373e-11,f4=-1.266141e-14,f5=3.894959e-18,f6=-4.930562e-22
4902736,4637,PhaseCoef0=-7.98000E-01,PhaseCoef1=1.00000E00,PhaseCoef2=0.00000E00,PhaseCoef3=0.00000E00,ConcCoef0=0.00000E00,ConcCoef1=1.00000E00,c00=2.72735E-03,c01=1.12608E-04,c02=2.68745E-06,c03=4.88938E02,c04=-3.63021E-01,c05=-1.11263E02,c06=9.95160E00,Spreset=0.0,Pcoef1=0.1,Pcoef2=0.00022,Pcoef3=0.0419,B0=-6.24523E-03,B1=-7.37614e-03,B2=-1.0341E-02,B3=-8.17083e-03,C0=-4.88682e-07,D0=24.4543,D1=-67.4509,D2=-4.8489,D3=-5.44E-04,R=8.31446,F=96485,a0_380=2147417716.4,a1_380=1.66332592181e-007,lm_380=1.161,a0_412=2146465686.9,a1_412=2.1086611219e-007,lm_412=1.410,a0_490=2148462548.2,a1_490=2.05041411636e-007,lm_490=1.365,a0_par=2147975453.4,a1_par=2.05896162589e-007,lm_par=1.372,k0= -1.405620000015991,k2=-0.001008603,f0 =-1.403362,f1=1.577003e-05,f2=-1.742972e-08,f3=7.075832e-12,f4=2.142598e-15,f5=-2.407797e-18,f6=4.98618e-22
