lon lat slope
-1.020000000000000000e+02 -9.000000000000000000e+01 2.840305368736645519e+00
-1.010000000000000000e+02 -9.000000000000000000e+01 2.893126367577842473e+00
-1.000000000000000000e+02 -9.000000000000000000e+01 3.352996554945278262e+00
-9.900000000000000000e+01 -9.000000000000000000e+01 3.576896437510858284e+00
-9.800000000000000000e+01 -9.000000000000000000e+01 3.376771318130124655e+00
-9.700000000000000000e+01 -9.000000000000000000e+01 3.342979768265455398e+00
-9.600000000000000000e+01 -9.000000000000000000e+01 3.342979768265455398e+00
-9.500000000000000000e+01 -9.000000000000000000e+01 3.342979768265455398e+00
-9.400000000000000000e+01 -9.000000000000000000e+01 3.342979768265455398e+00
-9.300000000000000000e+01 -9.000000000000000000e+01 3.342979768265455398e+00
-9.200000000000000000e+01 -9.000000000000000000e+01 3.342979768265455398e+00
-9.100000000000000000e+01 -9.000000000000000000e+01 3.342979768265455398e+00
-9.000000000000000000e+01 -9.000000000000000000e+01 3.194212817187135567e+00
-8.900000000000000000e+01 -9.000000000000000000e+01 3.431860787930960388e+00
-8.800000000000000000e+01 -9.000000000000000000e+01 3.416258760897745272e+00
-8.700000000000000000e+01 -9.000000000000000000e+01 3.630442179265374492e+00
-8.600000000000000000e+01 -9.000000000000000000e+01 3.962671966187949035e+00
-8.500000000000000000e+01 -9.000000000000000000e+01 4.553368883191160066e+00
-8.400000000000000000e+01 -9.000000000000000000e+01 4.508362637148286112e+00
-8.300000000000000000e+01 -9.000000000000000000e+01 4.418153155141578914e+00
-8.200000000000000000e+01 -9.000000000000000000e+01 4.418153155141578914e+00
-8.100000000000000000e+01 -9.000000000000000000e+01 4.418153155141578914e+00
-8.000000000000000000e+01 -9.000000000000000000e+01 4.418153155141578914e+00
-7.900000000000000000e+01 -9.000000000000000000e+01 4.418153155141578914e+00
-7.800000000000000000e+01 -9.000000000000000000e+01 4.418153155141578914e+00
-7.700000000000000000e+01 -9.000000000000000000e+01 4.418153155141578914e+00
-7.600000000000000000e+01 -9.000000000000000000e+01 3.693793729305772100e+00
-7.500000000000000000e+01 -9.000000000000000000e+01 3.693793729305772100e+00
-7.400000000000000000e+01 -9.000000000000000000e+01 3.693793729305772100e+00
-7.300000000000000000e+01 -9.000000000000000000e+01 3.693793729305772100e+00
-7.200000000000000000e+01 -9.000000000000000000e+01 3.693793729305772100e+00
-7.100000000000000000e+01 -9.000000000000000000e+01 3.693793729305772100e+00
-7.000000000000000000e+01 -9.000000000000000000e+01 3.693793729305772100e+00
-6.900000000000000000e+01 -9.000000000000000000e+01 3.693793729305772100e+00
-6.800000000000000000e+01 -9.000000000000000000e+01 3.472091884352999536e+00
-6.700000000000000000e+01 -9.000000000000000000e+01 2.360803881070661969e+00
-6.600000000000000000e+01 -9.000000000000000000e+01 2.360803881070661969e+00
-6.500000000000000000e+01 -9.000000000000000000e+01 2.360803881070661969e+00
-6.400000000000000000e+01 -9.000000000000000000e+01 2.360803881070661969e+00
